year,month,index_name,country,close,monthly_return_pct,volatility_pct,market_phase
2006,Jun,NASDAQ,USA,2263.72,-0.69,2.22,Bull Market
2006,Jul,NASDAQ,USA,2329.61,0.31,1.84,Bull Market
2006,Aug,NASDAQ,USA,2417.71,-0.41,1.76,Bull Market
2006,Sep,NASDAQ,USA,2459,0.52,1.78,Bull Market
2006,Oct,NASDAQ,USA,2428.01,-0.04,2.78,Bull Market
2006,Nov,NASDAQ,USA,2518.2,0.24,2.5,Bull Market
2006,Dec,NASDAQ,USA,2578.85,-0.57,3.66,Bull Market
2007,Jan,NASDAQ,USA,2595.48,0.76,2.78,Pre-GFC Peak
2007,Feb,NASDAQ,USA,2596.62,0.62,2.25,Pre-GFC Peak
2007,Mar,NASDAQ,USA,2627.18,0,2.39,Pre-GFC Peak
2007,Apr,NASDAQ,USA,2607.86,0.8,4.59,Pre-GFC Peak
2007,May,NASDAQ,USA,2582.7,-0.6,3.09,Pre-GFC Peak
2007,Jun,NASDAQ,USA,2631.65,-0.36,4.26,Pre-GFC Peak
2007,Jul,NASDAQ,USA,2656.37,0.75,2.41,Pre-GFC Peak
2007,Aug,NASDAQ,USA,2603.74,0.47,2.05,Pre-GFC Peak
2007,Sep,NASDAQ,USA,2569.77,-0.62,3.09,Pre-GFC Peak
2007,Oct,NASDAQ,USA,2540.33,-0.04,2.56,Pre-GFC Peak
2007,Nov,NASDAQ,USA,2600.16,0.11,1.61,Pre-GFC Peak
2007,Dec,NASDAQ,USA,2554.01,-0.63,3.08,Pre-GFC Peak
2008,Jan,NASDAQ,USA,2522.28,-0.27,9.92,Global Financial Crisis
2008,Feb,NASDAQ,USA,2486.26,-0.92,11.21,Global Financial Crisis
2008,Mar,NASDAQ,USA,2347.25,-0.99,9.48,Global Financial Crisis
2008,Apr,NASDAQ,USA,2291.54,0.15,9.94,Global Financial Crisis
2008,May,NASDAQ,USA,2216.71,-0.76,11.5,Global Financial Crisis
2008,Jun,NASDAQ,USA,2172.83,0.67,10.54,Global Financial Crisis
2008,Jul,NASDAQ,USA,2037.65,0.32,10.14,Global Financial Crisis
2008,Aug,NASDAQ,USA,1903.68,-0.78,10.47,Global Financial Crisis
2008,Sep,NASDAQ,USA,1794.89,-0.81,11.56,Global Financial Crisis
2008,Oct,NASDAQ,USA,1759.74,0.07,8.69,Global Financial Crisis
2008,Nov,NASDAQ,USA,1653.57,0.31,9.74,Global Financial Crisis
2008,Dec,NASDAQ,USA,1604,0.51,9.38,Global Financial Crisis
2009,Jan,NASDAQ,USA,1678.75,-0.14,2.89,GFC Recovery
2009,Feb,NASDAQ,USA,1672.57,0.45,3.83,GFC Recovery
2009,Mar,NASDAQ,USA,1659.24,-0.33,2.38,GFC Recovery
2009,Apr,NASDAQ,USA,1689.32,-0.05,1.42,GFC Recovery
2009,May,NASDAQ,USA,1677.94,0.74,4.38,GFC Recovery
2009,Jun,NASDAQ,USA,1719.05,-0.73,2.72,GFC Recovery
2009,Jul,NASDAQ,USA,1721.78,0.9,2.93,GFC Recovery
2009,Aug,NASDAQ,USA,1787.34,0.39,2.15,GFC Recovery
2009,Sep,NASDAQ,USA,1770.76,0.37,2.31,GFC Recovery
2009,Oct,NASDAQ,USA,1795.2,0.38,2.05,GFC Recovery
2009,Nov,NASDAQ,USA,1847.24,0.33,3.84,GFC Recovery
2009,Dec,NASDAQ,USA,1876.03,-0.31,3.11,GFC Recovery
2010,Jan,NASDAQ,USA,1886.19,-0.6,1.92,Bull Market
2010,Feb,NASDAQ,USA,1917.01,0.89,2.51,Bull Market
2010,Mar,NASDAQ,USA,1956.46,0.22,2.84,Bull Market
2010,Apr,NASDAQ,USA,2006.99,0.74,3.34,Bull Market
2010,May,NASDAQ,USA,1995.73,0.3,1.77,Bull Market
2010,Jun,NASDAQ,USA,2032.73,0.07,3.08,Bull Market
2010,Jul,NASDAQ,USA,2034.52,0.06,3.01,Bull Market
2010,Aug,NASDAQ,USA,2099.48,-0.34,4.05,Bull Market
2010,Sep,NASDAQ,USA,2121.86,0.29,2.84,Bull Market
2010,Oct,NASDAQ,USA,2160.1,-0.93,1.75,Bull Market
2010,Nov,NASDAQ,USA,2154.37,-0.29,3.74,Bull Market
2010,Dec,NASDAQ,USA,2184.88,0.19,2.44,Bull Market
2011,Jan,NASDAQ,USA,2150.34,-0.35,3.98,Euro Debt Crisis
2011,Feb,NASDAQ,USA,2183.96,0.51,2.18,Euro Debt Crisis
2011,Mar,NASDAQ,USA,2230.31,0.04,2.23,Euro Debt Crisis
2011,Apr,NASDAQ,USA,2268.39,0.09,1.3,Euro Debt Crisis
2011,May,NASDAQ,USA,2198.31,-0.35,4.21,Euro Debt Crisis
2011,Jun,NASDAQ,USA,2248.99,-0.93,2.55,Euro Debt Crisis
2011,Jul,NASDAQ,USA,2227.96,0.43,3.55,Euro Debt Crisis
2011,Aug,NASDAQ,USA,2286.9,-0.73,2.31,Euro Debt Crisis
2011,Sep,NASDAQ,USA,2315.66,0.43,3.79,Euro Debt Crisis
2011,Oct,NASDAQ,USA,2328.15,-0.6,4.47,Euro Debt Crisis
2011,Nov,NASDAQ,USA,2258.66,-0.8,4.02,Euro Debt Crisis
2011,Dec,NASDAQ,USA,2209.42,0.75,3.28,Euro Debt Crisis
2012,Jan,NASDAQ,USA,2253.06,-0.61,3.19,Recovery
2012,Feb,NASDAQ,USA,2293.59,-0.51,1.97,Recovery
2012,Mar,NASDAQ,USA,2303.42,-0.06,3.59,Recovery
2012,Apr,NASDAQ,USA,2270.65,-0.42,2.18,Recovery
2012,May,NASDAQ,USA,2238.23,0.6,1.82,Recovery
2012,Jun,NASDAQ,USA,2202.89,-0.91,2.59,Recovery
2012,Jul,NASDAQ,USA,2291.36,0.35,3.23,Recovery
2012,Aug,NASDAQ,USA,2304.71,-0.93,1.84,Recovery
2012,Sep,NASDAQ,USA,2275.03,-0.15,3.81,Recovery
2012,Oct,NASDAQ,USA,2258.37,0.51,3.13,Recovery
2012,Nov,NASDAQ,USA,2304.84,-0.45,3.67,Recovery
2012,Dec,NASDAQ,USA,2352.33,-0.51,3.11,Recovery
2013,Jan,NASDAQ,USA,2472.98,-0.16,3.7,Bull Market
2013,Feb,NASDAQ,USA,2490.87,0.33,3.72,Bull Market
2013,Mar,NASDAQ,USA,2475.2,0.73,2.44,Bull Market
2013,Apr,NASDAQ,USA,2547.26,0.72,2.28,Bull Market
2013,May,NASDAQ,USA,2638.23,0.78,3.4,Bull Market
2013,Jun,NASDAQ,USA,2746.1,0.92,1.74,Bull Market
2013,Jul,NASDAQ,USA,2802.57,0.88,1.85,Bull Market
2013,Aug,NASDAQ,USA,2824.04,-0.02,1.55,Bull Market
2013,Sep,NASDAQ,USA,2969.12,-0.51,2.08,Bull Market
2013,Oct,NASDAQ,USA,3123.17,-0.78,2.38,Bull Market
2013,Nov,NASDAQ,USA,3202.78,-0.77,4.6,Bull Market
2013,Dec,NASDAQ,USA,3258.29,-0.1,3.18,Bull Market
2014,Jan,NASDAQ,USA,3326.57,0.73,2.48,Bull Market
2014,Feb,NASDAQ,USA,3272.36,-0.99,2.29,Bull Market
2014,Mar,NASDAQ,USA,3399.94,-0.97,2.62,Bull Market
2014,Apr,NASDAQ,USA,3516.34,-0.71,1.58,Bull Market
2014,May,NASDAQ,USA,3553.66,0.66,2.23,Bull Market
2014,Jun,NASDAQ,USA,3567.66,-0.95,2.83,Bull Market
2014,Jul,NASDAQ,USA,3571.3,-0.42,4.02,Bull Market
2014,Aug,NASDAQ,USA,3529.37,-0.47,4.09,Bull Market
2014,Sep,NASDAQ,USA,3474.91,0.59,3.34,Bull Market
2014,Oct,NASDAQ,USA,3564.6,0.68,2.47,Bull Market
2014,Nov,NASDAQ,USA,3602.61,0.56,2.31,Bull Market
2014,Dec,NASDAQ,USA,3549.85,-0.52,3.16,Bull Market
2015,Jan,NASDAQ,USA,3638.04,0.9,3.74,Volatility
2015,Feb,NASDAQ,USA,3592.83,0.7,1.61,Volatility
2015,Mar,NASDAQ,USA,3541.32,0.3,3.11,Volatility
2015,Apr,NASDAQ,USA,3631.85,-0.47,2.73,Volatility
2015,May,NASDAQ,USA,3732.14,-0.65,2.22,Volatility
2015,Jun,NASDAQ,USA,3803.67,0.1,2.99,Volatility
2015,Jul,NASDAQ,USA,3875.04,-0.69,2.49,Volatility
2015,Aug,NASDAQ,USA,3827.32,-0.17,1.73,Volatility
2015,Sep,NASDAQ,USA,3749.46,-0.85,2.67,Volatility
2015,Oct,NASDAQ,USA,3856.51,-0.67,1.88,Volatility
2015,Nov,NASDAQ,USA,3831.03,0.36,1.36,Volatility
2015,Dec,NASDAQ,USA,3880.97,0.67,4.08,Volatility
2016,Jan,NASDAQ,USA,3978.28,-0.56,4.23,Recovery
2016,Feb,NASDAQ,USA,3951.07,-0.93,4.6,Recovery
2016,Mar,NASDAQ,USA,3916.13,-0.69,2.49,Recovery
2016,Apr,NASDAQ,USA,3842.37,-0.57,1.77,Recovery
2016,May,NASDAQ,USA,3845.84,-0.53,3.83,Recovery
2016,Jun,NASDAQ,USA,3858.12,-0.8,2.11,Recovery
2016,Jul,NASDAQ,USA,3941.56,0.02,1.85,Recovery
2016,Aug,NASDAQ,USA,4023.92,0.4,3.46,Recovery
2016,Sep,NASDAQ,USA,4079.95,0.33,3.68,Recovery
2016,Oct,NASDAQ,USA,4227.07,-0.23,3.36,Recovery
2016,Nov,NASDAQ,USA,4363.3,-0.14,1.6,Recovery
2016,Dec,NASDAQ,USA,4424.97,0.59,3.16,Recovery
2017,Jan,NASDAQ,USA,4396.96,-0.15,1.99,Bull Market
2017,Feb,NASDAQ,USA,4587.07,-0.99,3.63,Bull Market
2017,Mar,NASDAQ,USA,4598.29,-0.71,3.84,Bull Market
2017,Apr,NASDAQ,USA,4734.23,-0.09,3.26,Bull Market
2017,May,NASDAQ,USA,4825.01,0.74,2.88,Bull Market
2017,Jun,NASDAQ,USA,4906.87,0.78,4.49,Bull Market
2017,Jul,NASDAQ,USA,4882.92,0.35,3.5,Bull Market
2017,Aug,NASDAQ,USA,5022.07,0.76,2.7,Bull Market
2017,Sep,NASDAQ,USA,5128.29,0.66,4.29,Bull Market
2017,Oct,NASDAQ,USA,5138.5,0.52,3.84,Bull Market
2017,Nov,NASDAQ,USA,5307.43,0.5,2.75,Bull Market
2017,Dec,NASDAQ,USA,5294.35,0.61,1.61,Bull Market
2018,Jan,NASDAQ,USA,5359.24,-0.28,3.14,Trade War Jitters
2018,Feb,NASDAQ,USA,5440.98,0.88,2.57,Trade War Jitters
2018,Mar,NASDAQ,USA,5567.72,-0.07,3.33,Trade War Jitters
2018,Apr,NASDAQ,USA,5454.27,0.47,2.73,Trade War Jitters
2018,May,NASDAQ,USA,5421.72,0.41,2.98,Trade War Jitters
2018,Jun,NASDAQ,USA,5498.61,-0.78,3.6,Trade War Jitters
2018,Jul,NASDAQ,USA,5412.04,0.36,4.25,Trade War Jitters
2018,Aug,NASDAQ,USA,5263.54,-0.76,3.8,Trade War Jitters
2018,Sep,NASDAQ,USA,5092.54,-0.68,2.2,Trade War Jitters
2018,Oct,NASDAQ,USA,5095.49,-0.27,3.09,Trade War Jitters
2018,Nov,NASDAQ,USA,5098.12,0.26,1.42,Trade War Jitters
2018,Dec,NASDAQ,USA,5072.57,0.21,2.71,Trade War Jitters
2019,Jan,NASDAQ,USA,5206.92,-0.04,1.82,Bull Market
2019,Feb,NASDAQ,USA,5184.87,0.28,2.88,Bull Market
2019,Mar,NASDAQ,USA,5207.69,0.87,1.85,Bull Market
2019,Apr,NASDAQ,USA,5342.34,0.02,3.6,Bull Market
2019,May,NASDAQ,USA,5422.51,-0.93,3.33,Bull Market
2019,Jun,NASDAQ,USA,5438.04,-0.11,3.73,Bull Market
2019,Jul,NASDAQ,USA,5571.77,0.99,3.96,Bull Market
2019,Aug,NASDAQ,USA,5576.2,0.69,2.84,Bull Market
2019,Sep,NASDAQ,USA,5853.67,0.52,3.68,Bull Market
2019,Oct,NASDAQ,USA,6151.5,-0.87,3.96,Bull Market
2019,Nov,NASDAQ,USA,6173.63,-0.89,2.38,Bull Market
2019,Dec,NASDAQ,USA,6152.18,0.46,1.44,Bull Market
2020,Jan,NASDAQ,USA,6335.69,0.25,10.94,COVID Crash & Recovery
2020,Feb,NASDAQ,USA,6253.41,-0.78,11.28,COVID Crash & Recovery
2020,Mar,NASDAQ,USA,6499.21,-0.54,10.28,COVID Crash & Recovery
2020,Apr,NASDAQ,USA,6453.72,-0.47,9.85,COVID Crash & Recovery
2020,May,NASDAQ,USA,6441.15,0.96,9.74,COVID Crash & Recovery
2020,Jun,NASDAQ,USA,6678.28,-0.25,10.7,COVID Crash & Recovery
2020,Jul,NASDAQ,USA,6623.48,-0.53,8.8,COVID Crash & Recovery
2020,Aug,NASDAQ,USA,6885.04,0.06,8.68,COVID Crash & Recovery
2020,Sep,NASDAQ,USA,6865.49,0.62,10.19,COVID Crash & Recovery
2020,Oct,NASDAQ,USA,7079.84,-0.29,10.84,COVID Crash & Recovery
2020,Nov,NASDAQ,USA,7367.28,-0.82,11.39,COVID Crash & Recovery
2020,Dec,NASDAQ,USA,7402.06,0.76,9.63,COVID Crash & Recovery
2021,Jan,NASDAQ,USA,7427.73,-0.58,1.73,Post-COVID Bull
2021,Feb,NASDAQ,USA,7397.83,0.67,2.09,Post-COVID Bull
2021,Mar,NASDAQ,USA,7596.05,0.11,1.35,Post-COVID Bull
2021,Apr,NASDAQ,USA,7574.36,-0.7,3.43,Post-COVID Bull
2021,May,NASDAQ,USA,7794.55,0.75,2.99,Post-COVID Bull
2021,Jun,NASDAQ,USA,7991.31,-0.84,3.71,Post-COVID Bull
2021,Jul,NASDAQ,USA,8299.98,-0.03,1.98,Post-COVID Bull
2021,Aug,NASDAQ,USA,8616.31,-0.68,4.13,Post-COVID Bull
2021,Sep,NASDAQ,USA,9025.12,0.6,2.11,Post-COVID Bull
2021,Oct,NASDAQ,USA,9130,0.63,3.98,Post-COVID Bull
2021,Nov,NASDAQ,USA,9492.91,0.42,2.97,Post-COVID Bull
2021,Dec,NASDAQ,USA,9908.92,-0.85,4.56,Post-COVID Bull
2022,Jan,NASDAQ,USA,9942.51,-0.86,2.85,Rate Hike Bear
2022,Feb,NASDAQ,USA,9890.98,0,3.03,Rate Hike Bear
2022,Mar,NASDAQ,USA,9648.24,-0.07,2.62,Rate Hike Bear
2022,Apr,NASDAQ,USA,9437.58,-0.44,3.57,Rate Hike Bear
2022,May,NASDAQ,USA,9012.15,0.17,3.24,Rate Hike Bear
2022,Jun,NASDAQ,USA,9077.25,0.89,3.6,Rate Hike Bear
2022,Jul,NASDAQ,USA,9094.63,-0.19,1.9,Rate Hike Bear
2022,Aug,NASDAQ,USA,9115.81,0.99,3.48,Rate Hike Bear
2022,Sep,NASDAQ,USA,9225.03,-0.57,2.71,Rate Hike Bear
2022,Oct,NASDAQ,USA,9143.7,-0.75,2.35,Rate Hike Bear
2022,Nov,NASDAQ,USA,8925.9,-0.47,1.54,Rate Hike Bear
2022,Dec,NASDAQ,USA,8980.04,0.91,4.17,Rate Hike Bear
2023,Jan,NASDAQ,USA,9370.17,0.41,3.43,AI Bull
2023,Feb,NASDAQ,USA,9783.35,-0.07,1.4,AI Bull
2023,Mar,NASDAQ,USA,9735.04,0.83,3.74,AI Bull
2023,Apr,NASDAQ,USA,9812.12,0.56,1.92,AI Bull
2023,May,NASDAQ,USA,10125.99,0.18,3.81,AI Bull
2023,Jun,NASDAQ,USA,10446.2,-0.47,3.62,AI Bull
2023,Jul,NASDAQ,USA,10726.33,-0.78,3.59,AI Bull
2023,Aug,NASDAQ,USA,11016.31,-0.03,3.79,AI Bull
2023,Sep,NASDAQ,USA,11382.85,-0.09,3.42,AI Bull
2023,Oct,NASDAQ,USA,11252.14,-0.91,4.46,AI Bull
2023,Nov,NASDAQ,USA,11234.06,0.03,2.8,AI Bull
2023,Dec,NASDAQ,USA,11264.83,0.64,1.65,AI Bull
2024,Jan,NASDAQ,USA,11695.63,-0.34,2.8,AI Bull
2024,Feb,NASDAQ,USA,11857.05,0.72,4.29,AI Bull
2024,Mar,NASDAQ,USA,11779.79,-0.6,1.67,AI Bull
2024,Apr,NASDAQ,USA,11911.52,-0.35,3.37,AI Bull
2024,May,NASDAQ,USA,12156.01,0.81,2.15,AI Bull
2024,Jun,NASDAQ,USA,12338.43,0.75,4.55,AI Bull
2024,Jul,NASDAQ,USA,12782.5,0.65,1.86,AI Bull
2024,Aug,NASDAQ,USA,13041.45,-0.92,4.67,AI Bull
2024,Sep,NASDAQ,USA,12969.64,-0.13,1.26,AI Bull
2024,Oct,NASDAQ,USA,12928.38,-0.35,1.94,AI Bull
2024,Nov,NASDAQ,USA,13013.75,0.15,3.68,AI Bull
2024,Dec,NASDAQ,USA,13548.86,0.54,1.99,AI Bull
2000,Jan,DAX,Germany,5935.5,-0.47,1.6,Dot-com Peak
2000,Feb,DAX,Germany,5861.7,-0.47,2.98,Dot-com Peak
2000,Mar,DAX,Germany,5913.38,-0.31,2.78,Dot-com Peak
2000,Apr,DAX,Germany,5844.86,-0.81,1.91,Dot-com Peak
2000,May,DAX,Germany,5973.53,-0.65,2.01,Dot-com Peak
2000,Jun,DAX,Germany,5898.48,0.3,3.85,Dot-com Peak
2000,Jul,DAX,Germany,5917.32,0.16,2.22,Dot-com Peak
2000,Aug,DAX,Germany,5802.71,-0.79,1.93,Dot-com Peak
2000,Sep,DAX,Germany,5823.67,-0.2,2.69,Dot-com Peak
2000,Oct,DAX,Germany,5846.5,-0.33,1.46,Dot-com Peak
2000,Nov,DAX,Germany,5800.77,-0.87,4.14,Dot-com Peak
2000,Dec,DAX,Germany,5685.27,0.62,3.86,Dot-com Peak
2001,Jan,DAX,Germany,5762.78,0.3,1.76,Dot-com Crash
2001,Feb,DAX,Germany,5756.53,-0.6,2.92,Dot-com Crash
2001,Mar,DAX,Germany,5612.27,0.73,1.99,Dot-com Crash
2001,Apr,DAX,Germany,5386.9,-0.5,3.07,Dot-com Crash
2001,May,DAX,Germany,5248.43,-0.01,2.25,Dot-com Crash
2001,Jun,DAX,Germany,5097.07,-0.17,1.61,Dot-com Crash
2001,Jul,DAX,Germany,5015.03,-0.97,2.67,Dot-com Crash
2001,Aug,DAX,Germany,4887.73,-0.14,1.19,Dot-com Crash
2001,Sep,DAX,Germany,4845.61,-0.3,2.1,Dot-com Crash
2001,Oct,DAX,Germany,4904.09,0.12,1.81,Dot-com Crash
2001,Nov,DAX,Germany,4886.76,-0.58,2.85,Dot-com Crash
2001,Dec,DAX,Germany,4888.17,-0.3,3.72,Dot-com Crash
2002,Jan,DAX,Germany,4728.22,0.28,3.49,Dot-com Crash
2002,Feb,DAX,Germany,4591.47,0.64,4.05,Dot-com Crash
2002,Mar,DAX,Germany,4592.26,0.98,2.21,Dot-com Crash
2002,Apr,DAX,Germany,4450.67,0.34,1.57,Dot-com Crash
2002,May,DAX,Germany,4399.37,-0.85,2.49,Dot-com Crash
2002,Jun,DAX,Germany,4293.79,-0.28,1.78,Dot-com Crash
2002,Jul,DAX,Germany,4261.23,-0.53,3.7,Dot-com Crash
2002,Aug,DAX,Germany,4262.13,0.86,3.94,Dot-com Crash
2002,Sep,DAX,Germany,4152.61,-0.15,3.86,Dot-com Crash
2002,Oct,DAX,Germany,3987.79,0.65,2.7,Dot-com Crash
2002,Nov,DAX,Germany,3966.35,-0.49,4.05,Dot-com Crash
2002,Dec,DAX,Germany,3943.97,0.03,3.49,Dot-com Crash
2003,Jan,DAX,Germany,4016.47,-0.41,2.28,Recovery
2003,Feb,DAX,Germany,4159.66,0.6,1.89,Recovery
2003,Mar,DAX,Germany,4320.82,-0.67,3.68,Recovery
2003,Apr,DAX,Germany,4417.01,0.83,2.43,Recovery
2003,May,DAX,Germany,4571.36,0.04,2.23,Recovery
2003,Jun,DAX,Germany,4525.37,0.39,3.58,Recovery
2003,Jul,DAX,Germany,4654.52,0.77,2.32,Recovery
2003,Aug,DAX,Germany,4667.68,-0.09,1.84,Recovery
2003,Sep,DAX,Germany,4615.09,-0.17,3.73,Recovery
2003,Oct,DAX,Germany,4829.84,-0.53,3.08,Recovery
2003,Nov,DAX,Germany,4875.79,-0.88,1.73,Recovery
2003,Dec,DAX,Germany,4846.25,0.41,1.95,Recovery
2004,Jan,DAX,Germany,4975.88,-0.05,1.47,Bull Market
2004,Feb,DAX,Germany,4892.93,0,3.07,Bull Market
2004,Mar,DAX,Germany,4874.29,0.41,2.67,Bull Market
2004,Apr,DAX,Germany,4829.73,0.86,3.86,Bull Market
2004,May,DAX,Germany,4921.36,0.61,3.77,Bull Market
2004,Jun,DAX,Germany,4854.73,-0.84,4.63,Bull Market
2004,Jul,DAX,Germany,4916.19,0.86,2.58,Bull Market
2004,Aug,DAX,Germany,4814.61,-0.14,3.54,Bull Market
2004,Sep,DAX,Germany,4832.72,0.02,3.84,Bull Market
2004,Oct,DAX,Germany,4979.8,-0.38,2.75,Bull Market
2004,Nov,DAX,Germany,4898.04,0.64,1.82,Bull Market
2004,Dec,DAX,Germany,4917.68,-0.14,1.11,Bull Market
2005,Jan,DAX,Germany,4956.55,-0.38,2.4,Bull Market
2005,Feb,DAX,Germany,4980.68,-0.63,4.19,Bull Market
2005,Mar,DAX,Germany,4923.75,0.02,3.17,Bull Market
2005,Apr,DAX,Germany,4809.46,0.88,3.44,Bull Market
2005,May,DAX,Germany,4694.71,0.41,4.12,Bull Market
2005,Jun,DAX,Germany,4640.09,-0.07,2.14,Bull Market
2005,Jul,DAX,Germany,4727.43,-0.49,2.22,Bull Market
2005,Aug,DAX,Germany,4618.64,-0.03,3.11,Bull Market
2005,Sep,DAX,Germany,4665,-0.66,3.31,Bull Market
2005,Oct,DAX,Germany,4570.8,-0.76,2.61,Bull Market
2005,Nov,DAX,Germany,4681.65,-0.9,4.53,Bull Market
2005,Dec,DAX,Germany,4717.56,0.35,3.81,Bull Market
2006,Jan,DAX,Germany,4803.05,-0.73,2.11,Bull Market
2006,Feb,DAX,Germany,4987.04,-0.65,3.09,Bull Market
2006,Mar,DAX,Germany,4929.12,0.29,1.61,Bull Market
2006,Apr,DAX,Germany,5092.72,-0.07,1.23,Bull Market
2006,May,DAX,Germany,5194.96,0.31,3.64,Bull Market
2006,Jun,DAX,Germany,5171.36,-0.84,2.95,Bull Market
2006,Jul,DAX,Germany,5261.49,0.94,2.62,Bull Market
2006,Aug,DAX,Germany,5417.68,-0.03,1.86,Bull Market
2006,Sep,DAX,Germany,5446.43,1,4.14,Bull Market
2006,Oct,DAX,Germany,5468.97,0.86,2.88,Bull Market
2006,Nov,DAX,Germany,5623.64,-0.24,2.47,Bull Market
2006,Dec,DAX,Germany,5663.78,0.41,1.88,Bull Market
2007,Jan,DAX,Germany,5734.63,-0.55,4.13,Pre-GFC Peak
2007,Feb,DAX,Germany,5929.2,0.3,2.31,Pre-GFC Peak
2007,Mar,DAX,Germany,6115.27,0.57,1.69,Pre-GFC Peak
2007,Apr,DAX,Germany,6150.86,0.18,1.22,Pre-GFC Peak
2007,May,DAX,Germany,6226.93,0.19,2.11,Pre-GFC Peak
2007,Jun,DAX,Germany,6087.85,-0.95,3.11,Pre-GFC Peak
2007,Jul,DAX,Germany,6109.25,-0.46,1.55,Pre-GFC Peak
2007,Aug,DAX,Germany,6153.23,0.55,4.15,Pre-GFC Peak
2007,Sep,DAX,Germany,6121.81,0.92,1.85,Pre-GFC Peak
2007,Oct,DAX,Germany,6130.31,-0.09,1.16,Pre-GFC Peak
2007,Nov,DAX,Germany,6222.39,-0.76,3.33,Pre-GFC Peak
2007,Dec,DAX,Germany,6240.29,-0.98,3.76,Pre-GFC Peak
2008,Jan,DAX,Germany,5883.5,-0.68,9.56,Global Financial Crisis
2008,Feb,DAX,Germany,5628.89,-0.6,10.51,Global Financial Crisis
2008,Mar,DAX,Germany,5409.67,-0.34,10.46,Global Financial Crisis
2008,Apr,DAX,Germany,5201.34,0.64,9.38,Global Financial Crisis
2008,May,DAX,Germany,4999.02,0.58,9.93,Global Financial Crisis
2008,Jun,DAX,Germany,4869.96,0.73,9.28,Global Financial Crisis
2008,Jul,DAX,Germany,4614.63,0.53,9.31,Global Financial Crisis
2008,Aug,DAX,Germany,4319.62,0,8.5,Global Financial Crisis
2008,Sep,DAX,Germany,4130.98,0.13,9.06,Global Financial Crisis
2008,Oct,DAX,Germany,3885.03,-0.83,9.95,Global Financial Crisis
2008,Nov,DAX,Germany,3806.93,0.21,9.51,Global Financial Crisis
2008,Dec,DAX,Germany,3716.5,-0.68,10.99,Global Financial Crisis
2009,Jan,DAX,Germany,3785.93,0.59,2.74,GFC Recovery
2009,Feb,DAX,Germany,3859.62,0.53,2.74,GFC Recovery
2009,Mar,DAX,Germany,3982.38,-0.74,4.23,GFC Recovery
2009,Apr,DAX,Germany,4161.5,0.43,3.38,GFC Recovery
2009,May,DAX,Germany,4207.15,0.86,2.2,GFC Recovery
2009,Jun,DAX,Germany,4289.22,0.46,1.71,GFC Recovery
2009,Jul,DAX,Germany,4395.6,-0.79,2.49,GFC Recovery
2009,Aug,DAX,Germany,4597.28,0.87,4.3,GFC Recovery
2009,Sep,DAX,Germany,4576,0.51,2.75,GFC Recovery
2009,Oct,DAX,Germany,4574.47,0.3,2,GFC Recovery
2009,Nov,DAX,Germany,4597.41,0.07,1.53,GFC Recovery
2009,Dec,DAX,Germany,4567.73,-0.16,3.04,GFC Recovery
2010,Jan,DAX,Germany,4535.8,-0.04,2.02,Bull Market
2010,Feb,DAX,Germany,4715.26,-0.16,3.39,Bull Market
2010,Mar,DAX,Germany,4762.76,-0.15,2.26,Bull Market
2010,Apr,DAX,Germany,4684.89,-0.96,4.28,Bull Market
2010,May,DAX,Germany,4605.26,0.62,2.72,Bull Market
2010,Jun,DAX,Germany,4669.44,-0.62,2.46,Bull Market
2010,Jul,DAX,Germany,4821.45,-0.85,2.99,Bull Market
2010,Aug,DAX,Germany,4984.74,-0.7,2.81,Bull Market
2010,Sep,DAX,Germany,4938.69,0.18,2.01,Bull Market
2010,Oct,DAX,Germany,4887.66,-0.68,2.77,Bull Market
2010,Nov,DAX,Germany,4979.62,-0.01,1.68,Bull Market
2010,Dec,DAX,Germany,5096.05,-0.79,1.91,Bull Market
2011,Jan,DAX,Germany,5197.49,0.74,2.59,Euro Debt Crisis
2011,Feb,DAX,Germany,5281.35,-0.59,1.66,Euro Debt Crisis
2011,Mar,DAX,Germany,5253.03,0.1,2.5,Euro Debt Crisis
2011,Apr,DAX,Germany,5187.96,0.9,2.17,Euro Debt Crisis
2011,May,DAX,Germany,5243.39,0.94,2.91,Euro Debt Crisis
2011,Jun,DAX,Germany,5301.52,-0.36,2.14,Euro Debt Crisis
2011,Jul,DAX,Germany,5137.29,-0.72,4.3,Euro Debt Crisis
2011,Aug,DAX,Germany,5279.74,-0.04,2.32,Euro Debt Crisis
2011,Sep,DAX,Germany,5331.15,0.09,3.57,Euro Debt Crisis
2011,Oct,DAX,Germany,5243.43,0.73,2.66,Euro Debt Crisis
2011,Nov,DAX,Germany,5358.86,-0.81,1.71,Euro Debt Crisis
2011,Dec,DAX,Germany,5195.67,-0.9,2.19,Euro Debt Crisis
2012,Jan,DAX,Germany,5183,-0.4,2.05,Recovery
2012,Feb,DAX,Germany,5373.36,0.61,3.85,Recovery
2012,Mar,DAX,Germany,5381.24,0.19,3.24,Recovery
2012,Apr,DAX,Germany,5499.03,-0.09,4.01,Recovery
2012,May,DAX,Germany,5513.25,0.12,2.17,Recovery
2012,Jun,DAX,Germany,5606.16,0.03,3.5,Recovery
2012,Jul,DAX,Germany,5596.94,-0.7,4.51,Recovery
2012,Aug,DAX,Germany,5599.93,-0.52,2.34,Recovery
