year,region,sector,fuel_type,emissions_mt,gdp_billion,population_million
1990,North America,Buildings,Coal,227.9,16000,490
1990,North America,Buildings,Oil,191.8,16000,490
1990,North America,Buildings,Natural Gas,132.6,16000,490
1990,North America,Buildings,Renewables,30.8,16000,490
1990,North America,Buildings,Nuclear,18.3,16000,490
1990,North America,Agriculture,Coal,177.2,16000,490
1990,North America,Agriculture,Oil,155.7,16000,490
1990,North America,Agriculture,Natural Gas,102.1,16000,490
1990,North America,Agriculture,Renewables,24.4,16000,490
1990,North America,Agriculture,Nuclear,14.5,16000,490
1991,North America,Energy,Coal,876.2,16352,493.4
1991,North America,Energy,Oil,746.7,16352,493.4
1991,North America,Energy,Natural Gas,523.1,16352,493.4
1991,North America,Energy,Renewables,195.1,16352,493.4
1991,North America,Energy,Nuclear,72.9,16352,493.4
1991,North America,Industry,Coal,498.2,16352,493.4
1991,North America,Industry,Oil,407,16352,493.4
1991,North America,Industry,Natural Gas,287.9,16352,493.4
1991,North America,Industry,Renewables,111.7,16352,493.4
1991,North America,Industry,Nuclear,39.1,16352,493.4
1991,North America,Transport,Coal,427.5,16352,493.4
1991,North America,Transport,Oil,370.2,16352,493.4
1991,North America,Transport,Natural Gas,274.7,16352,493.4
1991,North America,Transport,Renewables,103.6,16352,493.4
1991,North America,Transport,Nuclear,35.6,16352,493.4
1991,North America,Buildings,Coal,215.3,16352,493.4
1991,North America,Buildings,Oil,190.8,16352,493.4
1991,North America,Buildings,Natural Gas,132.8,16352,493.4
1991,North America,Buildings,Renewables,49.9,16352,493.4
1991,North America,Buildings,Nuclear,18.8,16352,493.4
1991,North America,Agriculture,Coal,183.1,16352,493.4
1991,North America,Agriculture,Oil,154.9,16352,493.4
1991,North America,Agriculture,Natural Gas,104,16352,493.4
1991,North America,Agriculture,Renewables,39.8,16352,493.4
1991,North America,Agriculture,Nuclear,14.7,16352,493.4
1992,North America,Energy,Coal,865.2,16712,496.9
1992,North America,Energy,Oil,747.5,16712,496.9
1992,North America,Energy,Natural Gas,517.3,16712,496.9
1992,North America,Energy,Renewables,280,16712,496.9
1992,North America,Energy,Nuclear,77.8,16712,496.9
1992,North America,Industry,Coal,469.6,16712,496.9
1992,North America,Industry,Oil,426.2,16712,496.9
1992,North America,Industry,Natural Gas,298.3,16712,496.9
1992,North America,Industry,Renewables,156.3,16712,496.9
1992,North America,Industry,Nuclear,40.5,16712,496.9
1992,North America,Transport,Coal,423.6,16712,496.9
1992,North America,Transport,Oil,366,16712,496.9
1992,North America,Transport,Natural Gas,262.7,16712,496.9
1992,North America,Transport,Renewables,142,16712,496.9
1992,North America,Transport,Nuclear,38.9,16712,496.9
1992,North America,Buildings,Coal,215,16712,496.9
1992,North America,Buildings,Oil,186.4,16712,496.9
1992,North America,Buildings,Natural Gas,138.5,16712,496.9
1992,North America,Buildings,Renewables,70.1,16712,496.9
1992,North America,Buildings,Nuclear,18.9,16712,496.9
1992,North America,Agriculture,Coal,179.6,16712,496.9
1992,North America,Agriculture,Oil,147.5,16712,496.9
1992,North America,Agriculture,Natural Gas,104.2,16712,496.9
1992,North America,Agriculture,Renewables,57.5,16712,496.9
1992,North America,Agriculture,Nuclear,15.1,16712,496.9
1993,North America,Energy,Coal,866.3,17079,500.4
1993,North America,Energy,Oil,756.1,17079,500.4
1993,North America,Energy,Natural Gas,540.1,17079,500.4
1993,North America,Energy,Renewables,354.9,17079,500.4
1993,North America,Energy,Nuclear,75.1,17079,500.4
1993,North America,Industry,Coal,450.1,17079,500.4
1993,North America,Industry,Oil,424.4,17079,500.4
1993,North America,Industry,Natural Gas,293,17079,500.4
1993,North America,Industry,Renewables,204.6,17079,500.4
1993,North America,Industry,Nuclear,43.3,17079,500.4
1993,North America,Transport,Coal,417.3,17079,500.4
1993,North America,Transport,Oil,361,17079,500.4
1993,North America,Transport,Natural Gas,276.1,17079,500.4
1993,North America,Transport,Renewables,182.3,17079,500.4
1993,North America,Transport,Nuclear,39.6,17079,500.4
1993,North America,Buildings,Coal,212.2,17079,500.4
1993,North America,Buildings,Oil,180.4,17079,500.4
1993,North America,Buildings,Natural Gas,140.7,17079,500.4
1993,North America,Buildings,Renewables,92.2,17079,500.4
1993,North America,Buildings,Nuclear,20.1,17079,500.4
1993,North America,Agriculture,Coal,169.1,17079,500.4
1993,North America,Agriculture,Oil,147.7,17079,500.4
1993,North America,Agriculture,Natural Gas,104.7,17079,500.4
1993,North America,Agriculture,Renewables,71.2,17079,500.4
1993,North America,Agriculture,Nuclear,15.8,17079,500.4
1994,North America,Energy,Coal,801.6,17455,503.9
1994,North America,Energy,Oil,706.2,17455,503.9
1994,North America,Energy,Natural Gas,557.4,17455,503.9
1994,North America,Energy,Renewables,455.5,17455,503.9
1994,North America,Energy,Nuclear,79.9,17455,503.9
1994,North America,Industry,Coal,446.5,17455,503.9
1994,North America,Industry,Oil,418.6,17455,503.9
1994,North America,Industry,Natural Gas,301.6,17455,503.9
1994,North America,Industry,Renewables,237.3,17455,503.9
1994,North America,Industry,Nuclear,43.1,17455,503.9
1994,North America,Transport,Coal,407.8,17455,503.9
1994,North America,Transport,Oil,377,17455,503.9
1994,North America,Transport,Natural Gas,268.4,17455,503.9
1994,North America,Transport,Renewables,226.5,17455,503.9
1994,North America,Transport,Nuclear,39.1,17455,503.9
1994,North America,Buildings,Coal,203.5,17455,503.9
1994,North America,Buildings,Oil,190.2,17455,503.9
1994,North America,Buildings,Natural Gas,136.7,17455,503.9
1994,North America,Buildings,Renewables,113,17455,503.9
1994,North America,Buildings,Nuclear,19.6,17455,503.9
1994,North America,Agriculture,Coal,160.7,17455,503.9
1994,North America,Agriculture,Oil,146.5,17455,503.9
1994,North America,Agriculture,Natural Gas,107.3,17455,503.9
1994,North America,Agriculture,Renewables,86,17455,503.9
1994,North America,Agriculture,Nuclear,16.1,17455,503.9
1995,North America,Energy,Coal,808.8,17839,507.4
1995,North America,Energy,Oil,739.2,17839,507.4
1995,North America,Energy,Natural Gas,529.9,17839,507.4
1995,North America,Energy,Renewables,537.5,17839,507.4
1995,North America,Energy,Nuclear,81.4,17839,507.4
1995,North America,Industry,Coal,451.2,17839,507.4
1995,North America,Industry,Oil,409.4,17839,507.4
1995,North America,Industry,Natural Gas,307.3,17839,507.4
1995,North America,Industry,Renewables,297.3,17839,507.4
1995,North America,Industry,Nuclear,45.4,17839,507.4
1995,North America,Transport,Coal,388.5,17839,507.4
1995,North America,Transport,Oil,374.5,17839,507.4
1995,North America,Transport,Natural Gas,277.5,17839,507.4
1995,North America,Transport,Renewables,271.7,17839,507.4
1995,North America,Transport,Nuclear,39.7,17839,507.4
1995,North America,Buildings,Coal,197,17839,507.4
1995,North America,Buildings,Oil,186.5,17839,507.4
1995,North America,Buildings,Natural Gas,139.2,17839,507.4
1995,North America,Buildings,Renewables,135.6,17839,507.4
1995,North America,Buildings,Nuclear,20.2,17839,507.4
1995,North America,Agriculture,Coal,163.3,17839,507.4
1995,North America,Agriculture,Oil,146.8,17839,507.4
1995,North America,Agriculture,Natural Gas,111.3,17839,507.4
1995,North America,Agriculture,Renewables,107.4,17839,507.4
1995,North America,Agriculture,Nuclear,16.4,17839,507.4
1996,North America,Energy,Coal,779.5,18232,510.9
1996,North America,Energy,Oil,692.9,18232,510.9
1996,North America,Energy,Natural Gas,566.9,18232,510.9
1996,North America,Energy,Renewables,616.5,18232,510.9
1996,North America,Energy,Nuclear,80.9,18232,510.9
1996,North America,Industry,Coal,412.9,18232,510.9
1996,North America,Industry,Oil,381.2,18232,510.9
1996,North America,Industry,Natural Gas,296.8,18232,510.9
1996,North America,Industry,Renewables,335,18232,510.9
1996,North America,Industry,Nuclear,45.9,18232,510.9
1996,North America,Transport,Coal,401.1,18232,510.9
1996,North America,Transport,Oil,364,18232,510.9
1996,North America,Transport,Natural Gas,284,18232,510.9
1996,North America,Transport,Renewables,302.6,18232,510.9
1996,North America,Transport,Nuclear,42.5,18232,510.9
1996,North America,Buildings,Coal,193.3,18232,510.9
1996,North America,Buildings,Oil,185.1,18232,510.9
1996,North America,Buildings,Natural Gas,141.7,18232,510.9
1996,North America,Buildings,Renewables,146.7,18232,510.9
1996,North America,Buildings,Nuclear,21.6,18232,510.9
1996,North America,Agriculture,Coal,160.7,18232,510.9
1996,North America,Agriculture,Oil,140.7,18232,510.9
1996,North America,Agriculture,Natural Gas,113.7,18232,510.9
1996,North America,Agriculture,Renewables,116.7,18232,510.9
1996,North America,Agriculture,Nuclear,16.7,18232,510.9
1997,North America,Energy,Coal,756.7,18633,514.5
1997,North America,Energy,Oil,725,18633,514.5
1997,North America,Energy,Natural Gas,575.2,18633,514.5
1997,North America,Energy,Renewables,703.9,18633,514.5
1997,North America,Energy,Nuclear,86.5,18633,514.5
1997,North America,Industry,Coal,410.2,18633,514.5
1997,North America,Industry,Oil,380.6,18633,514.5
1997,North America,Industry,Natural Gas,313.2,18633,514.5
1997,North America,Industry,Renewables,387.1,18633,514.5
1997,North America,Industry,Nuclear,46.6,18633,514.5
1997,North America,Transport,Coal,380.2,18633,514.5
1997,North America,Transport,Oil,364.5,18633,514.5
1997,North America,Transport,Natural Gas,287.7,18633,514.5
1997,North America,Transport,Renewables,338.2,18633,514.5
1997,North America,Transport,Nuclear,43.9,18633,514.5
1997,North America,Buildings,Coal,183.2,18633,514.5
1997,North America,Buildings,Oil,181.5,18633,514.5
1997,North America,Buildings,Natural Gas,139.8,18633,514.5
1997,North America,Buildings,Renewables,176.8,18633,514.5
1997,North America,Buildings,Nuclear,20.8,18633,514.5
1997,North America,Agriculture,Coal,154.7,18633,514.5
1997,North America,Agriculture,Oil,141.9,18633,514.5
1997,North America,Agriculture,Natural Gas,111.4,18633,514.5
1997,North America,Agriculture,Renewables,133.9,18633,514.5
1997,North America,Agriculture,Nuclear,16.9,18633,514.5
1998,North America,Energy,Coal,722.3,19043,518.1
1998,North America,Energy,Oil,673.9,19043,518.1
1998,North America,Energy,Natural Gas,560.7,19043,518.1
1998,North America,Energy,Renewables,753,19043,518.1
1998,North America,Energy,Nuclear,87.3,19043,518.1
1998,North America,Industry,Coal,405.2,19043,518.1
1998,North America,Industry,Oil,392.5,19043,518.1
1998,North America,Industry,Natural Gas,308.9,19043,518.1
1998,North America,Industry,Renewables,412,19043,518.1
1998,North America,Industry,Nuclear,46.7,19043,518.1
1998,North America,Transport,Coal,360.9,19043,518.1
1998,North America,Transport,Oil,342.6,19043,518.1
1998,North America,Transport,Natural Gas,288.1,19043,518.1
1998,North America,Transport,Renewables,373.5,19043,518.1
1998,North America,Transport,Nuclear,42.9,19043,518.1
1998,North America,Buildings,Coal,178.3,19043,518.1
1998,North America,Buildings,Oil,178.2,19043,518.1
1998,North America,Buildings,Natural Gas,137.9,19043,518.1
1998,North America,Buildings,Renewables,185.2,19043,518.1
1998,North America,Buildings,Nuclear,22.7,19043,518.1
1998,North America,Agriculture,Coal,142.5,19043,518.1
1998,North America,Agriculture,Oil,139.9,19043,518.1
1998,North America,Agriculture,Natural Gas,115.5,19043,518.1
1998,North America,Agriculture,Renewables,149.9,19043,518.1
1998,North America,Agriculture,Nuclear,17.8,19043,518.1
1999,North America,Energy,Coal,699.2,19462,521.7
1999,North America,Energy,Oil,699.1,19462,521.7
1999,North America,Energy,Natural Gas,554.2,19462,521.7
1999,North America,Energy,Renewables,865.5,19462,521.7
1999,North America,Energy,Nuclear,91.6,19462,521.7
1999,North America,Industry,Coal,383.6,19462,521.7
1999,North America,Industry,Oil,383.4,19462,521.7
1999,North America,Industry,Natural Gas,316.3,19462,521.7
1999,North America,Industry,Renewables,475.8,19462,521.7
1999,North America,Industry,Nuclear,47.5,19462,521.7
1999,North America,Transport,Coal,349.9,19462,521.7
1999,North America,Transport,Oil,339.1,19462,521.7
1999,North America,Transport,Natural Gas,292.7,19462,521.7
1999,North America,Transport,Renewables,430.4,19462,521.7
1999,North America,Transport,Nuclear,45.2,19462,521.7
1999,North America,Buildings,Coal,180.6,19462,521.7
1999,North America,Buildings,Oil,177.6,19462,521.7
1999,North America,Buildings,Natural Gas,146.8,19462,521.7
1999,North America,Buildings,Renewables,202.6,19462,521.7
1999,North America,Buildings,Nuclear,22.5,19462,521.7
1999,North America,Agriculture,Coal,146.4,19462,521.7
1999,North America,Agriculture,Oil,141.6,19462,521.7
1999,North America,Agriculture,Natural Gas,110.7,19462,521.7
1999,North America,Agriculture,Renewables,170.7,19462,521.7
1999,North America,Agriculture,Nuclear,17.3,19462,521.7
2000,North America,Energy,Coal,662,19890,525.4
2000,North America,Energy,Oil,691.2,19890,525.4
2000,North America,Energy,Natural Gas,565.3,19890,525.4
2000,North America,Energy,Renewables,907.5,19890,525.4
2000,North America,Energy,Nuclear,89.1,19890,525.4
2000,North America,Industry,Coal,391.1,19890,525.4
2000,North America,Industry,Oil,391.1,19890,525.4
2000,North America,Industry,Natural Gas,305.3,19890,525.4
2000,North America,Industry,Renewables,494.9,19890,525.4
2000,North America,Industry,Nuclear,50.6,19890,525.4
2000,North America,Transport,Coal,356.1,19890,525.4
2000,North America,Transport,Oil,339.4,19890,525.4
2000,North America,Transport,Natural Gas,279.7,19890,525.4
2000,North America,Transport,Renewables,471.1,19890,525.4
2000,North America,Transport,Nuclear,46.7,19890,525.4
2000,North America,Buildings,Coal,166.2,19890,525.4
2000,North America,Buildings,Oil,176,19890,525.4
2000,North America,Buildings,Natural Gas,144.7,19890,525.4
2000,North America,Buildings,Renewables,231.2,19890,525.4
2000,North America,Buildings,Nuclear,23.4,19890,525.4
2000,North America,Agriculture,Coal,142.3,19890,525.4
2000,North America,Agriculture,Oil,138.8,19890,525.4
2000,North America,Agriculture,Natural Gas,115.7,19890,525.4
2000,North America,Agriculture,Renewables,179.6,19890,525.4
2000,North America,Agriculture,Nuclear,19,19890,525.4
2001,North America,Energy,Coal,653.5,20327,529.1
2001,North America,Energy,Oil,669.5,20327,529.1
2001,North America,Energy,Natural Gas,578,20327,529.1
2001,North America,Energy,Renewables,991.4,20327,529.1
2001,North America,Energy,Nuclear,93,20327,529.1
2001,North America,Industry,Coal,364.6,20327,529.1
2001,North America,Industry,Oil,370,20327,529.1
2001,North America,Industry,Natural Gas,308.6,20327,529.1
2001,North America,Industry,Renewables,531.5,20327,529.1
2001,North America,Industry,Nuclear,53,20327,529.1
2001,North America,Transport,Coal,340.4,20327,529.1
2001,North America,Transport,Oil,347,20327,529.1
2001,North America,Transport,Natural Gas,297.2,20327,529.1
2001,North America,Transport,Renewables,493.4,20327,529.1
2001,North America,Transport,Nuclear,46.6,20327,529.1
2001,North America,Buildings,Coal,161.9,20327,529.1
2001,North America,Buildings,Oil,169.6,20327,529.1
2001,North America,Buildings,Natural Gas,141,20327,529.1
2001,North America,Buildings,Renewables,251.9,20327,529.1
2001,North America,Buildings,Nuclear,23.2,20327,529.1
2001,North America,Agriculture,Coal,131.6,20327,529.1
2001,North America,Agriculture,Oil,133.3,20327,529.1
2001,North America,Agriculture,Natural Gas,113.2,20327,529.1
2001,North America,Agriculture,Renewables,195.7,20327,529.1
2001,North America,Agriculture,Nuclear,18.6,20327,529.1
2002,North America,Energy,Coal,645.5,20775,532.8
2002,North America,Energy,Oil,689.6,20775,532.8
2002,North America,Energy,Natural Gas,561.4,20775,532.8
2002,North America,Energy,Renewables,1040.6,20775,532.8
2002,North America,Energy,Nuclear,95.1,20775,532.8
2002,North America,Industry,Coal,345.3,20775,532.8
2002,North America,Industry,Oil,356.8,20775,532.8
2002,North America,Industry,Natural Gas,311.1,20775,532.8
2002,North America,Industry,Renewables,581.3,20775,532.8
2002,North America,Industry,Nuclear,50.4,20775,532.8
2002,North America,Transport,Coal,328.5,20775,532.8
2002,North America,Transport,Oil,337.3,20775,532.8
2002,North America,Transport,Natural Gas,299.8,20775,532.8
2002,North America,Transport,Renewables,543.1,20775,532.8
2002,North America,Transport,Nuclear,45.9,20775,532.8
2002,North America,Buildings,Coal,163.9,20775,532.8
2002,North America,Buildings,Oil,163.6,20775,532.8
2002,North America,Buildings,Natural Gas,148.3,20775,532.8
2002,North America,Buildings,Renewables,269.2,20775,532.8
2002,North America,Buildings,Nuclear,24.4,20775,532.8
2002,North America,Agriculture,Coal,125,20775,532.8
2002,North America,Agriculture,Oil,136.8,20775,532.8
2002,North America,Agriculture,Natural Gas,111.5,20775,532.8
2002,North America,Agriculture,Renewables,218.5,20775,532.8
2002,North America,Agriculture,Nuclear,19,20775,532.8
2003,North America,Energy,Coal,642.1,21232,536.5
2003,North America,Energy,Oil,681.5,21232,536.5
2003,North America,Energy,Natural Gas,575.7,21232,536.5
2003,North America,Energy,Renewables,1091.1,21232,536.5
2003,North America,Energy,Nuclear,95.3,21232,536.5
2003,North America,Industry,Coal,339.3,21232,536.5
2003,North America,Industry,Oil,357.4,21232,536.5
2003,North America,Industry,Natural Gas,325.9,21232,536.5
2003,North America,Industry,Renewables,620.7,21232,536.5
2003,North America,Industry,Nuclear,51.6,21232,536.5
2003,North America,Transport,Coal,314.4,21232,536.5
2003,North America,Transport,Oil,328.5,21232,536.5
2003,North America,Transport,Natural Gas,280.8,21232,536.5
2003,North America,Transport,Renewables,587.9,21232,536.5
2003,North America,Transport,Nuclear,48.3,21232,536.5
2003,North America,Buildings,Coal,159.4,21232,536.5
2003,North America,Buildings,Oil,169.8,21232,536.5
2003,North America,Buildings,Natural Gas,148.6,21232,536.5
2003,North America,Buildings,Renewables,293.7,21232,536.5
2003,North America,Buildings,Nuclear,23.4,21232,536.5
2003,North America,Agriculture,Coal,120.1,21232,536.5
2003,North America,Agriculture,Oil,135,21232,536.5
2003,North America,Agriculture,Natural Gas,117.7,21232,536.5
2003,North America,Agriculture,Renewables,226.7,21232,536.5
2003,North America,Agriculture,Nuclear,19,21232,536.5
2004,North America,Energy,Coal,612.7,21699,540.3
2004,North America,Energy,Oil,663.7,21699,540.3
2004,North America,Energy,Natural Gas,570.3,21699,540.3
2004,North America,Energy,Renewables,1199.1,21699,540.3
2004,North America,Energy,Nuclear,96.9,21699,540.3
2004,North America,Industry,Coal,325.8,21699,540.3
2004,North America,Industry,Oil,370.8,21699,540.3
2004,North America,Industry,Natural Gas,318.2,21699,540.3
2004,North America,Industry,Renewables,684.1,21699,540.3
2004,North America,Industry,Nuclear,53.2,21699,540.3
2004,North America,Transport,Coal,303.5,21699,540.3
2004,North America,Transport,Oil,314,21699,540.3
2004,North America,Transport,Natural Gas,295.3,21699,540.3
2004,North America,Transport,Renewables,621.8,21699,540.3
2004,North America,Transport,Nuclear,48.8,21699,540.3
2004,North America,Buildings,Coal,145.2,21699,540.3
2004,North America,Buildings,Oil,167.7,21699,540.3
2004,North America,Buildings,Natural Gas,149.8,21699,540.3
2004,North America,Buildings,Renewables,306.3,21699,540.3
2004,North America,Buildings,Nuclear,24.6,21699,540.3
2004,North America,Agriculture,Coal,120.1,21699,540.3
2004,North America,Agriculture,Oil,127.3,21699,540.3
2004,North America,Agriculture,Natural Gas,116.3,21699,540.3
2004,North America,Agriculture,Renewables,247.2,21699,540.3
2004,North America,Agriculture,Nuclear,20,21699,540.3
2005,North America,Energy,Coal,571.2,22176,544
2005,North America,Energy,Oil,665.1,22176,544
2005,North America,Energy,Natural Gas,593.9,22176,544
2005,North America,Energy,Renewables,1292.5,22176,544
2005,North America,Energy,Nuclear,98.3,22176,544
2005,North America,Industry,Coal,318.9,22176,544
2005,North America,Industry,Oil,349.7,22176,544
2005,North America,Industry,Natural Gas,332.6,22176,544
2005,North America,Industry,Renewables,695.8,22176,544
2005,North America,Industry,Nuclear,53.1,22176,544
2005,North America,Transport,Coal,296.3,22176,544
2005,North America,Transport,Oil,314.5,22176,544
2005,North America,Transport,Natural Gas,290,22176,544
2005,North America,Transport,Renewables,654.9,22176,544
2005,North America,Transport,Nuclear,48.5,22176,544
2005,North America,Buildings,Coal,148.5,22176,544
2005,North America,Buildings,Oil,167.6,22176,544
2005,North America,Buildings,Natural Gas,149.6,22176,544
2005,North America,Buildings,Renewables,313.1,22176,544
2005,North America,Buildings,Nuclear,24.2,22176,544
2005,North America,Agriculture,Coal,119.1,22176,544
2005,North America,Agriculture,Oil,131.2,22176,544
2005,North America,Agriculture,Natural Gas,116.7,22176,544
2005,North America,Agriculture,Renewables,245.9,22176,544
2005,North America,Agriculture,Nuclear,20.2,22176,544
2006,North America,Energy,Coal,539.6,22664,547.9
2006,North America,Energy,Oil,661.9,22664,547.9
2006,North America,Energy,Natural Gas,597.2,22664,547.9
2006,North America,Energy,Renewables,1394.7,22664,547.9
2006,North America,Energy,Nuclear,101.1,22664,547.9
2006,North America,Industry,Coal,310.4,22664,547.9
2006,North America,Industry,Oil,358.2,22664,547.9
2006,North America,Industry,Natural Gas,313.5,22664,547.9
2006,North America,Industry,Renewables,734.5,22664,547.9
2006,North America,Industry,Nuclear,58,22664,547.9
2006,North America,Transport,Coal,289.3,22664,547.9
2006,North America,Transport,Oil,309,22664,547.9
2006,North America,Transport,Natural Gas,299.5,22664,547.9
2006,North America,Transport,Renewables,684,22664,547.9
2006,North America,Transport,Nuclear,50.9,22664,547.9
2006,North America,Buildings,Coal,141,22664,547.9
2006,North America,Buildings,Oil,163.4,22664,547.9
2006,North America,Buildings,Natural Gas,154,22664,547.9
2006,North America,Buildings,Renewables,348.5,22664,547.9
2006,North America,Buildings,Nuclear,24.9,22664,547.9
2006,North America,Agriculture,Coal,108.4,22664,547.9
2006,North America,Agriculture,Oil,127,22664,547.9
2006,North America,Agriculture,Natural Gas,115.9,22664,547.9
2006,North America,Agriculture,Renewables,271.8,22664,547.9
2006,North America,Agriculture,Nuclear,19.9,22664,547.9
2007,North America,Energy,Coal,535.6,23162,551.7
2007,North America,Energy,Oil,632.2,23162,551.7
2007,North America,Energy,Natural Gas,612,23162,551.7
2007,North America,Energy,Renewables,1415,23162,551.7
2007,North America,Energy,Nuclear,101.7,23162,551.7
2007,North America,Industry,Coal,306.3,23162,551.7
2007,North America,Industry,Oil,335.1,23162,551.7
2007,North America,Industry,Natural Gas,332.5,23162,551.7
2007,North America,Industry,Renewables,794.9,23162,551.7
2007,North America,Industry,Nuclear,58.9,23162,551.7
2007,North America,Transport,Coal,272.8,23162,551.7
2007,North America,Transport,Oil,320.3,23162,551.7
2007,North America,Transport,Natural Gas,302.2,23162,551.7
2007,North America,Transport,Renewables,684.7,23162,551.7
2007,North America,Transport,Nuclear,50,23162,551.7
2007,North America,Buildings,Coal,133.5,23162,551.7
2007,North America,Buildings,Oil,158.7,23162,551.7
2007,North America,Buildings,Natural Gas,144.7,23162,551.7
2007,North America,Buildings,Renewables,363.2,23162,551.7
2007,North America,Buildings,Nuclear,25.7,23162,551.7
2007,North America,Agriculture,Coal,104.4,23162,551.7
2007,North America,Agriculture,Oil,129.6,23162,551.7
2007,North America,Agriculture,Natural Gas,119.5,23162,551.7
2007,North America,Agriculture,Renewables,284.2,23162,551.7
2007,North America,Agriculture,Nuclear,20,23162,551.7
2008,North America,Energy,Coal,508.4,23672,555.6
2008,North America,Energy,Oil,634.4,23672,555.6
2008,North America,Energy,Natural Gas,590.5,23672,555.6
2008,North America,Energy,Renewables,1439.7,23672,555.6
2008,North America,Energy,Nuclear,108.6,23672,555.6
2008,North America,Industry,Coal,292,23672,555.6
2008,North America,Industry,Oil,346.2,23672,555.6
2008,North America,Industry,Natural Gas,317.7,23672,555.6
2008,North America,Industry,Renewables,802.9,23672,555.6
2008,North America,Industry,Nuclear,58.4,23672,555.6
2008,North America,Transport,Coal,248.5,23672,555.6
2008,North America,Transport,Oil,319.4,23672,555.6
2008,North America,Transport,Natural Gas,301.6,23672,555.6
2008,North America,Transport,Renewables,744.7,23672,555.6
2008,North America,Transport,Nuclear,51.5,23672,555.6
2008,North America,Buildings,Coal,130.5,23672,555.6
2008,North America,Buildings,Oil,160.8,23672,555.6
2008,North America,Buildings,Natural Gas,144.9,23672,555.6
2008,North America,Buildings,Renewables,373.7,23672,555.6
2008,North America,Buildings,Nuclear,27.3,23672,555.6
2008,North America,Agriculture,Coal,101.3,23672,555.6
2008,North America,Agriculture,Oil,125.1,23672,555.6
2008,North America,Agriculture,Natural Gas,116.8,23672,555.6
2008,North America,Agriculture,Renewables,289.8,23672,555.6
2008,North America,Agriculture,Nuclear,21,23672,555.6
2009,North America,Energy,Coal,480.4,23225,559.4
2009,North America,Energy,Oil,621.3,23225,559.4
2009,North America,Energy,Natural Gas,594.7,23225,559.4
2009,North America,Energy,Renewables,1621.2,23225,559.4
2009,North America,Energy,Nuclear,107.6,23225,559.4
2009,North America,Industry,Coal,275.7,23225,559.4
2009,North America,Industry,Oil,335,23225,559.4
2009,North America,Industry,Natural Gas,334,23225,559.4
2009,North America,Industry,Renewables,824.1,23225,559.4
2009,North America,Industry,Nuclear,58.7,23225,559.4
2009,North America,Transport,Coal,246.4,23225,559.4
2009,North America,Transport,Oil,302.2,23225,559.4
2009,North America,Transport,Natural Gas,300.2,23225,559.4
2009,North America,Transport,Renewables,751.7,23225,559.4
2009,North America,Transport,Nuclear,53.2,23225,559.4
2009,North America,Buildings,Coal,127.6,23225,559.4
2009,North America,Buildings,Oil,152.6,23225,559.4
2009,North America,Buildings,Natural Gas,146.9,23225,559.4
2009,North America,Buildings,Renewables,402.3,23225,559.4
2009,North America,Buildings,Nuclear,27.7,23225,559.4
2009,North America,Agriculture,Coal,100,23225,559.4
2009,North America,Agriculture,Oil,118.7,23225,559.4
2009,North America,Agriculture,Natural Gas,122.9,23225,559.4
2009,North America,Agriculture,Renewables,307.8,23225,559.4
2009,North America,Agriculture,Nuclear,21.1,23225,559.4
2010,North America,Energy,Coal,491.1,24725,563.4
2010,North America,Energy,Oil,623.8,24725,563.4
2010,North America,Energy,Natural Gas,630.4,24725,563.4
2010,North America,Energy,Renewables,1568,24725,563.4
2010,North America,Energy,Nuclear,112.2,24725,563.4
2010,North America,Industry,Coal,264.3,24725,563.4
2010,North America,Industry,Oil,333.3,24725,563.4
2010,North America,Industry,Natural Gas,339.9,24725,563.4
2010,North America,Industry,Renewables,865.5,24725,563.4
2010,North America,Industry,Nuclear,59,24725,563.4
2010,North America,Transport,Coal,232.9,24725,563.4
2010,North America,Transport,Oil,305.7,24725,563.4
2010,North America,Transport,Natural Gas,293.2,24725,563.4
2010,North America,Transport,Renewables,827.3,24725,563.4
2010,North America,Transport,Nuclear,54.3,24725,563.4
2010,North America,Buildings,Coal,116.4,24725,563.4
2010,North America,Buildings,Oil,157.4,24725,563.4
2010,North America,Buildings,Natural Gas,156.5,24725,563.4
2010,North America,Buildings,Renewables,421,24725,563.4
2010,North America,Buildings,Nuclear,27.7,24725,563.4
2010,North America,Agriculture,Coal,98,24725,563.4
2010,North America,Agriculture,Oil,120.3,24725,563.4
2010,North America,Agriculture,Natural Gas,120.3,24725,563.4
2010,North America,Agriculture,Renewables,321.1,24725,563.4
2010,North America,Agriculture,Nuclear,22,24725,563.4
2011,North America,Energy,Coal,475.7,25269,567.3
2011,North America,Energy,Oil,576.7,25269,567.3
2011,North America,Energy,Natural Gas,601.3,25269,567.3
2011,North America,Energy,Renewables,1703.7,25269,567.3
2011,North America,Energy,Nuclear,112.2,25269,567.3
2011,North America,Industry,Coal,252.4,25269,567.3
2011,North America,Industry,Oil,325.7,25269,567.3
2011,North America,Industry,Natural Gas,349.3,25269,567.3
2011,North America,Industry,Renewables,943.6,25269,567.3
2011,North America,Industry,Nuclear,60.6,25269,567.3
2011,North America,Transport,Coal,227.6,25269,567.3
2011,North America,Transport,Oil,309.5,25269,567.3
2011,North America,Transport,Natural Gas,294.5,25269,567.3
2011,North America,Transport,Renewables,821.2,25269,567.3
2011,North America,Transport,Nuclear,54.9,25269,567.3
2011,North America,Buildings,Coal,114.6,25269,567.3
2011,North America,Buildings,Oil,151.6,25269,567.3
