year,country,energy_source,production_twh,capacity_gw,investment_billion_usd,jobs_thousands,co2_intensity_gco2_kwh
2012,India,Nuclear,52.7,7.52,23.13,19.7,12
2012,India,Wind,161.5,65.84,30.91,227,11
2012,India,Solar,52.2,35.05,8.51,177.9,46
2013,India,Coal,827.4,171.73,107.45,200,805
2013,India,Natural Gas,192.7,54.99,16.76,22.5,481
2013,India,Oil & Gas,150.4,49.05,15.32,23.3,636
2013,India,Hydropower,161.8,48.61,41.08,51,4
2013,India,Nuclear,51.8,7.39,22.29,17.8,12
2013,India,Wind,183.7,74.89,34.58,269.4,11
2013,India,Solar,64.2,43.11,9.82,222,45
2014,India,Coal,811.7,168.47,97.99,203.9,818
2014,India,Natural Gas,195.4,55.76,16.45,23.4,496
2014,India,Oil & Gas,151.6,49.45,16.04,25.8,656
2014,India,Hydropower,158.8,47.7,39.72,47.2,4
2014,India,Nuclear,51.8,7.39,22.73,18.7,12
2014,India,Wind,203.7,83.05,37.92,302.8,11
2014,India,Solar,79.5,53.38,13.11,277.1,46
2015,India,Coal,777,161.27,101.41,191,839
2015,India,Natural Gas,193.9,55.34,15.7,21.2,498
2015,India,Oil & Gas,151.5,49.41,15.77,25.4,646
2015,India,Hydropower,158,47.46,41.12,46.8,4
2015,India,Nuclear,51,7.28,21.19,19.1,12
2015,India,Wind,221,90.1,39.84,317.2,11
2015,India,Solar,94.2,63.26,14.46,319.4,45
2016,India,Coal,765.4,158.86,97.54,196.1,812
2016,India,Natural Gas,201.1,57.39,17.61,23.9,500
2016,India,Oil & Gas,153,49.9,16.7,24,643
2016,India,Hydropower,166.3,49.96,42.1,49.1,4
2016,India,Nuclear,53.6,7.65,23.52,19.7,12
2016,India,Wind,259.2,105.68,49.69,364.1,11
2016,India,Solar,118.6,79.64,18.57,393.9,45
2017,India,Coal,757,157.12,94.78,197.5,819
2017,India,Natural Gas,204.6,58.39,16.71,22.2,495
2017,India,Oil & Gas,153.7,50.13,15.6,24,659
2017,India,Hydropower,162.8,48.91,43.57,50.3,4
2017,India,Nuclear,51.8,7.39,22.55,18.3,12
2017,India,Wind,304.7,124.23,58.59,446.3,11
2017,India,Solar,156.4,105.02,25.54,545.4,44
2018,India,Coal,724,150.27,87.65,177.8,804
2018,India,Natural Gas,196.1,55.96,16.22,21.7,492
2018,India,Oil & Gas,156.4,51.01,15.96,25.4,651
2018,India,Hydropower,161.2,48.43,41.9,49,4
2018,India,Nuclear,51.5,7.35,21.12,18.3,12
2018,India,Wind,339.7,138.49,65.37,497.9,11
2018,India,Solar,194.7,130.74,29.55,664.3,44
2019,India,Coal,725.8,150.64,89.03,174.4,820
2019,India,Natural Gas,202.4,57.76,16.6,22.4,493
2019,India,Oil & Gas,149.7,48.83,15.82,24.2,636
2019,India,Hydropower,161.5,48.52,43.03,49.1,4
2019,India,Nuclear,53.8,7.68,22.47,20,12
2019,India,Wind,402.6,164.14,78.09,567.9,11
2019,India,Solar,252.5,169.55,40.42,808.6,44
2020,India,Coal,681.8,141.51,83.32,162.9,801
2020,India,Natural Gas,199.7,56.99,17.45,22.8,492
2020,India,Oil & Gas,148.6,48.47,15.2,24.4,657
2020,India,Hydropower,167.6,50.35,42.83,52.3,4
2020,India,Nuclear,54.5,7.78,23.87,18.6,12
2020,India,Wind,451.1,183.91,88.45,654.9,11
2020,India,Solar,321.7,216.02,48.94,1095.7,46
2021,India,Coal,702.3,145.77,86.31,181.9,817
2021,India,Natural Gas,210.2,59.99,17.79,23.7,494
2021,India,Oil & Gas,156.3,50.98,15.93,26.1,661
2021,India,Hydropower,166.8,50.11,43.67,48.9,4
2021,India,Nuclear,53.6,7.65,23.54,19,12
2021,India,Wind,512.2,208.82,96.09,751.1,11
2021,India,Solar,418.5,281.02,65.49,1352.6,45
2022,India,Coal,680.4,141.22,88.26,173.6,805
2022,India,Natural Gas,204.2,58.28,17.64,22.6,499
2022,India,Oil & Gas,152.2,49.64,15.48,25.6,657
2022,India,Hydropower,171.5,51.52,45.47,49.1,4
2022,India,Nuclear,52.3,7.46,22.68,18.6,12
2022,India,Wind,586.4,239.07,113.72,820.2,11
2022,India,Solar,513.1,344.55,79.22,1695.7,44
2023,India,Coal,662,137.4,87.28,165.3,822
2023,India,Natural Gas,216.2,61.7,17.65,24.1,501
2023,India,Oil & Gas,152,49.58,15.61,23.9,657
2023,India,Hydropower,167.9,50.44,42.22,51.5,4
2023,India,Nuclear,53.3,7.61,21.86,19.2,12
2023,India,Wind,684.8,279.19,134.53,973.9,11
2023,India,Solar,659.8,443.06,107.53,2268.8,44
2024,India,Coal,624.1,129.54,79.53,162.1,831
2024,India,Natural Gas,211,60.22,18.29,24.7,485
2024,India,Oil & Gas,155.9,50.85,15.85,25.1,644
2024,India,Hydropower,172,51.67,44.63,50.4,4
2024,India,Nuclear,53.2,7.59,22.89,18.2,12
2024,India,Wind,817.5,333.29,155.22,1195.2,11
2024,India,Solar,879.8,590.79,133.86,2841.1,45
2005,UK,Coal,184.4,38.27,23.58,45.1,835
2005,UK,Natural Gas,299.9,85.59,25.27,33.6,483
2005,UK,Oil & Gas,59.1,19.28,6.01,9.9,643
2005,UK,Hydropower,20.1,6.04,5.49,5.9,4
2005,UK,Nuclear,119.3,17.02,50.22,43.8,12
2005,UK,Wind,91.4,37.26,16.71,134.5,11
2005,UK,Solar,19.5,13.09,3.04,63.9,45
2006,UK,Coal,173,35.91,21.72,44,835
2006,UK,Natural Gas,305,87.04,26.28,33.5,501
2006,UK,Oil & Gas,61,19.9,6.25,9.6,655
2006,UK,Hydropower,19.7,5.92,5.03,6.2,4
2006,UK,Nuclear,119.9,17.11,50.88,41.5,12
2006,UK,Wind,97.8,39.87,18.29,136.2,11
2006,UK,Solar,23.5,15.78,3.71,78.9,46
2007,UK,Coal,171.7,35.64,21.52,43.2,809
2007,UK,Natural Gas,297.7,84.96,26.18,33.6,486
2007,UK,Oil & Gas,59.3,19.34,6.27,9.4,651
2007,UK,Hydropower,20.1,6.04,5.28,6,4
2007,UK,Nuclear,120,17.12,48.25,44.4,12
2007,UK,Wind,114.1,46.52,21.46,166.5,11
2007,UK,Solar,28.8,19.34,4.4,94.9,45
2008,UK,Coal,170,35.28,22.03,42.8,804
2008,UK,Natural Gas,300.6,85.79,25.38,36,491
2008,UK,Oil & Gas,59.9,19.54,6.08,9.4,636
2008,UK,Hydropower,20.6,6.19,5.3,6.1,4
2008,UK,Nuclear,118.2,16.87,47.61,43,12
2008,UK,Wind,120,48.92,23.54,167.6,11
2008,UK,Solar,35.2,23.64,5.71,116.2,44
2009,UK,Coal,172.3,35.76,22.16,40.8,804
2009,UK,Natural Gas,312.6,89.21,25.05,35.3,492
2009,UK,Oil & Gas,61.2,19.96,6.14,9.9,660
2009,UK,Hydropower,21.2,6.37,5.64,6.1,4
2009,UK,Nuclear,125.8,17.95,52.14,42.7,12
2009,UK,Wind,133.9,54.59,24.2,190.4,11
2009,UK,Solar,40.9,27.46,6.63,135.4,44
2010,UK,Coal,172.9,35.89,21.95,42.2,809
2010,UK,Natural Gas,307.5,87.76,26.13,34.3,479
2010,UK,Oil & Gas,59.1,19.28,6.39,9.9,643
2010,UK,Hydropower,20.7,6.22,5.35,5.9,4
2010,UK,Nuclear,123.2,17.58,53.14,44.7,12
2010,UK,Wind,153.5,62.58,27.91,210.4,11
2010,UK,Solar,50.9,34.18,8.02,164.6,46
2011,UK,Coal,168.9,35.06,21.73,40,832
2011,UK,Natural Gas,318.9,91.01,26.85,35.6,498
2011,UK,Oil & Gas,60.5,19.73,6.11,10.2,641
2011,UK,Hydropower,20.7,6.22,5.47,6.4,4
2011,UK,Nuclear,121.4,17.32,49.12,43.7,12
2011,UK,Wind,171.6,69.96,33.84,255.7,11
2011,UK,Solar,60.1,40.36,9.75,200.6,44
2012,UK,Coal,161.4,33.5,20.02,39.9,814
2012,UK,Natural Gas,315.8,90.13,26.02,35.1,485
2012,UK,Oil & Gas,60.8,19.83,6.35,9.7,643
2012,UK,Hydropower,20.8,6.25,5.32,6.1,4
2012,UK,Nuclear,126.7,18.08,52.09,45.7,12
2012,UK,Wind,191.8,78.2,36.05,263.5,11
2012,UK,Solar,73.4,49.29,11.84,240.3,45
2013,UK,Coal,166.4,34.54,21.18,41.7,807
2013,UK,Natural Gas,328.1,93.64,28.25,36.1,483
2013,UK,Oil & Gas,59.7,19.47,6.33,9.8,656
2013,UK,Hydropower,21,6.31,5.52,6.5,4
2013,UK,Nuclear,127.1,18.14,53.24,46.3,12
2013,UK,Wind,208.5,85,37.85,306.4,11
2013,UK,Solar,87,58.42,14.22,303.9,46
2014,UK,Coal,159.5,33.11,20.71,40.8,822
2014,UK,Natural Gas,324.2,92.52,26.25,35.9,481
2014,UK,Oil & Gas,61.2,19.96,6.24,9.6,662
2014,UK,Hydropower,21.5,6.46,5.62,6.5,4
2014,UK,Nuclear,127.9,18.25,53.86,45.8,12
2014,UK,Wind,231.2,94.26,43.01,340.4,11
2014,UK,Solar,104.9,70.44,16.99,346.2,46
2015,UK,Coal,163.5,33.94,21.16,41.2,840
2015,UK,Natural Gas,321.2,91.67,28.05,38.5,501
2015,UK,Oil & Gas,60.1,19.6,6.39,9.6,644
2015,UK,Hydropower,22.3,6.7,5.64,6.7,4
2015,UK,Nuclear,124.4,17.75,53.87,42.8,12
2015,UK,Wind,261.4,106.57,48.11,360.2,11
2015,UK,Solar,125.6,84.34,20.55,429.9,45
2016,UK,Coal,156.3,32.44,19.8,37.2,816
2016,UK,Natural Gas,330.6,94.35,27.14,37.9,490
2016,UK,Oil & Gas,61.5,20.06,6.63,10.4,651
2016,UK,Hydropower,21.5,6.46,5.89,6.5,4
2016,UK,Nuclear,128.3,18.31,55.37,46.7,12
2016,UK,Wind,290.6,118.48,54.14,428.8,11
2016,UK,Solar,157.2,105.56,25.8,526.6,46
2017,UK,Coal,153.4,31.84,19.39,37.8,829
2017,UK,Natural Gas,326.8,93.26,28.55,36.8,484
2017,UK,Oil & Gas,62.7,20.45,6.55,10.4,644
2017,UK,Hydropower,22.1,6.64,6.07,6.7,4
2017,UK,Nuclear,125.9,17.97,51.85,43.6,12
2017,UK,Wind,342,139.43,63.08,486.7,11
2017,UK,Solar,197,132.29,30.63,693.2,46
2018,UK,Coal,149.5,31.03,19.3,37.6,803
2018,UK,Natural Gas,343.3,97.97,29.12,40.5,498
2018,UK,Oil & Gas,62.3,20.32,6.76,10.2,641
2018,UK,Hydropower,22.4,6.73,5.98,7,4
2018,UK,Nuclear,124.8,17.81,54.08,42.9,12
2018,UK,Wind,386.5,157.58,76.08,553,11
2018,UK,Solar,263.3,176.81,41.11,868.2,44
2019,UK,Coal,143.9,29.87,18.8,37.2,812
2019,UK,Natural Gas,335,95.61,28.95,38.4,486
2019,UK,Oil & Gas,62,20.22,6.72,9.9,654
2019,UK,Hydropower,22.5,6.76,5.89,6.8,4
2019,UK,Nuclear,130.8,18.66,53.61,48,12
2019,UK,Wind,453.9,185.05,85.13,624.3,11
2019,UK,Solar,337.6,226.7,52.64,1152.6,45
2020,UK,Coal,144.5,29.99,17.91,35.6,831
2020,UK,Natural Gas,351.1,100.2,28.76,40.6,487
2020,UK,Oil & Gas,62.2,20.29,6.46,10,656
2020,UK,Hydropower,22.1,6.64,5.92,6.4,4
2020,UK,Nuclear,127.3,18.16,55.18,43.8,12
2020,UK,Wind,508.5,207.31,92.64,761,11
2020,UK,Solar,417.2,280.15,65.51,1403.2,44
2021,UK,Coal,140.3,29.12,18.14,34.8,820
2021,UK,Natural Gas,346.2,98.8,30.36,38.1,496
2021,UK,Oil & Gas,62.3,20.32,6.58,10,663
2021,UK,Hydropower,21.7,6.52,5.62,6.2,4
2021,UK,Nuclear,125.6,17.92,53.01,45.7,12
2021,UK,Wind,579.8,236.38,108.89,867.8,11
2021,UK,Solar,544.2,365.43,85.91,1769.2,45
2022,UK,Coal,133.8,27.77,17.2,35,811
2022,UK,Natural Gas,354.1,101.06,28.77,39.4,500
2022,UK,Oil & Gas,60.9,19.86,6.37,10.1,644
2022,UK,Hydropower,22.6,6.79,5.69,7,4
2022,UK,Nuclear,132.6,18.92,55.68,48.8,12
2022,UK,Wind,689.5,281.11,126.66,966.6,11
2022,UK,Solar,710.3,476.97,113.49,2399.5,44
2023,UK,Coal,127.4,26.44,15.8,30.7,832
2023,UK,Natural Gas,343.4,98,28.21,38.3,484
2023,UK,Oil & Gas,59.7,19.47,6.03,9.8,650
2023,UK,Hydropower,22.7,6.82,6.14,6.5,4
2023,UK,Nuclear,125.4,17.89,51.13,43,12
2023,UK,Wind,802.1,327.01,152.59,1107.4,11
2023,UK,Solar,888.9,596.9,133.97,2925.2,46
2024,UK,Coal,129.8,26.94,15.6,32.7,830
2024,UK,Natural Gas,345.3,98.54,28.47,40.9,488
2024,UK,Oil & Gas,60.4,19.7,6.16,9.5,649
2024,UK,Hydropower,22.2,6.67,5.96,6.6,4
2024,UK,Nuclear,126.4,18.04,54.09,43.5,12
2024,UK,Wind,905.6,369.21,171.34,1300.4,11
2024,UK,Solar,1148.2,771.02,189.06,4002.3,45
2005,France,Coal,79.2,16.44,10.34,20.4,835
2005,France,Natural Gas,154,43.95,13.19,17.3,479
2005,France,Oil & Gas,40.8,13.31,4.41,6.9,659
2005,France,Hydropower,77.9,23.4,20.24,24,4
2005,France,Nuclear,411.8,58.76,170.79,144,12
2005,France,Wind,61.4,25.03,11.08,88.5,11
2005,France,Solar,24.7,16.59,3.98,79.8,45
2006,France,Coal,79.4,16.48,10.2,19,827
2006,France,Natural Gas,151.6,43.26,12.85,17.9,488
2006,France,Oil & Gas,40.9,13.34,4.26,6.5,645
2006,France,Hydropower,80.5,24.18,21.77,24.8,4
2006,France,Nuclear,404.1,57.66,164.98,137,12
2006,France,Wind,65,26.5,12.85,92.3,11
2006,France,Solar,29.3,19.67,4.75,99.1,45
2007,France,Coal,78.3,16.25,9.85,20.4,833
2007,France,Natural Gas,155.8,44.46,12.73,17.3,479
2007,France,Oil & Gas,39.4,12.85,4.18,6.3,659
2007,France,Hydropower,81.8,24.57,21.03,24.6,4
2007,France,Nuclear,409.1,58.38,177.26,143.3,12
2007,France,Wind,72.1,29.39,13.42,101.3,11
2007,France,Solar,35.3,23.7,5.43,119.4,45
2008,France,Coal,75.9,15.75,9.7,19.6,821
2008,France,Natural Gas,149.7,42.72,12.03,16.3,479
2008,France,Oil & Gas,40.1,13.08,4.07,6.7,641
2008,France,Hydropower,83.6,25.11,22.33,26.2,4
2008,France,Nuclear,395,56.36,170.33,144.9,12
2008,France,Wind,83.1,33.88,15.84,123,11
2008,France,Solar,42.6,28.61,6.82,144.5,45
2009,France,Coal,74.3,15.42,9.16,17.8,802
2009,France,Natural Gas,157.3,44.89,12.87,18.2,496
2009,France,Oil & Gas,39.5,12.88,4.04,6.2,659
2009,France,Hydropower,83.4,25.05,22,26.2,4
2009,France,Nuclear,414.3,59.12,171.07,144.5,12
2009,France,Wind,89.9,36.65,16.45,123.3,11
2009,France,Solar,50.9,34.18,8.15,175.4,45
2010,France,Coal,77,15.98,9.84,19.1,837
2010,France,Natural Gas,152.8,43.61,12.94,17.5,491
2010,France,Oil & Gas,39.2,12.79,4.18,6.3,634
2010,France,Hydropower,82.6,24.81,21.88,25.4,4
2010,France,Nuclear,419.7,59.89,175.47,155,12
2010,France,Wind,103.4,42.16,20.14,141,11
2010,France,Solar,60.6,40.69,9.87,199.3,46
2011,France,Coal,72.4,15.03,9.54,17.7,813
2011,France,Natural Gas,156.1,44.55,12.61,17.6,498
2011,France,Oil & Gas,40.5,13.21,4.25,6.7,642
2011,France,Hydropower,84.3,25.32,22.99,25.1,4
2011,France,Nuclear,405.8,57.91,163.71,141,12
2011,France,Wind,111.5,45.46,20.75,164.5,11
2011,France,Solar,73.1,49.09,11.15,256.2,45
2012,France,Coal,71.4,14.82,9.28,18.5,809
2012,France,Natural Gas,159.6,45.55,12.96,18.8,500
2012,France,Oil & Gas,40.8,13.31,4.25,6.4,662
2012,France,Hydropower,84.6,25.41,21.5,24.3,4
2012,France,Nuclear,417.8,59.62,168.38,150,12
2012,France,Wind,123.9,50.51,22.52,173.3,11
2012,France,Solar,87.3,58.62,14.31,286.2,45
2013,France,Coal,72.4,15.03,8.71,17.9,826
2013,France,Natural Gas,155.4,44.35,13.58,17.5,497
2013,France,Oil & Gas,41.6,13.57,4.3,6.6,656
2013,France,Hydropower,84.6,25.41,22.59,26,4
2013,France,Nuclear,414.7,59.18,171.99,155.1,12
2013,France,Wind,137.7,56.14,25.51,204.5,11
2013,France,Solar,109.2,73.33,17.66,383.8,45
2014,France,Coal,70.3,14.59,8.87,17.9,840
2014,France,Natural Gas,161.7,46.15,13.25,18.5,501
2014,France,Oil & Gas,41.2,13.44,4.16,6.5,661
2014,France,Hydropower,83.8,25.17,22.25,25.1,4
2014,France,Nuclear,427.7,61.03,175.75,149,12
2014,France,Wind,154.6,63.03,28.31,225.7,11
2014,France,Solar,125.2,84.07,18.81,428.6,45
2015,France,Coal,69.7,14.47,9.14,17.7,829
2015,France,Natural Gas,161.8,46.18,13.74,17.7,499
2015,France,Oil & Gas,40.4,13.18,4.18,6.8,653
2015,France,Hydropower,85.2,25.59,22.89,25,4
2015,France,Nuclear,409.1,58.38,168.29,145.9,12
2015,France,Wind,168,68.49,32.13,248.3,11
2015,France,Solar,155.5,104.42,23.79,522.8,44
2016,France,Coal,68.8,14.28,8.78,16.5,824
2016,France,Natural Gas,161.1,45.98,13.76,19.2,483
2016,France,Oil & Gas,41.4,13.5,4.45,7.1,648
2016,France,Hydropower,87.2,26.2,23.27,27,4
2016,France,Nuclear,414.1,59.09,175.6,145.6,12
2016,France,Wind,192.5,78.48,35.52,273.7,11
2016,France,Solar,200.8,134.84,31.15,648.2,44
2017,France,Coal,68.2,14.16,8.35,17,810
2017,France,Natural Gas,164.1,46.83,13.37,19.4,483
2017,France,Oil & Gas,41.8,13.63,4.47,6.8,666
2017,France,Hydropower,88.6,26.62,23.19,27.4,4
2017,France,Nuclear,423.8,60.47,174.03,153.4,12
2017,France,Wind,220.2,89.77,42.74,319.4,11
2017,France,Solar,249.8,167.74,39.15,838.2,45
2018,France,Coal,64,13.28,8.26,15.6,810
2018,France,Natural Gas,165.7,47.29,14.12,18.4,494
2018,France,Oil & Gas,39.7,12.95,4.24,6.2,644
2018,France,Hydropower,88.9,26.71,22.57,26.6,4
2018,France,Nuclear,423.3,60.4,173.51,154.8,12
2018,France,Wind,253.7,103.43,46.63,377.8,11
2018,France,Solar,316.3,212.4,48.48,1070.9,44
2019,France,Coal,64.3,13.35,8.16,15.8,828
2019,France,Natural Gas,165,47.09,13.52,18.4,489
2019,France,Oil & Gas,39.9,13.01,4.33,6.2,645
2019,France,Hydropower,89,26.74,22.88,26.5,4
2019,France,Nuclear,420.9,60.06,170.07,149,12
2019,France,Wind,291.3,118.76,56.55,396.7,11
2019,France,Solar,406.2,272.76,65.17,1368.7,45
2020,France,Coal,61.6,12.79,8.11,15.7,834
2020,France,Natural Gas,174.4,49.77,14.48,20.7,483
2020,France,Oil & Gas,39.6,12.92,4.13,6.7,664
2020,France,Hydropower,89.2,26.8,24.07,27.8,4
2020,France,Nuclear,433.3,61.83,175.91,161.8,12
2020,France,Wind,349.7,142.57,67.48,508.9,11
2020,France,Solar,533.6,358.31,83.64,1742.8,45
2021,France,Coal,62.7,13.01,7.53,15.7,821
2021,France,Natural Gas,177.6,50.68,15.36,20,488
2021,France,Oil & Gas,39.9,13.01,4.12,6.4,635
2021,France,Hydropower,89.5,26.89,24.19,26.1,4
2021,France,Nuclear,423,60.36,177.85,145.8,12
2021,France,Wind,388.3,158.31,72.58,544.8,11
2021,France,Solar,660.7,443.66,99.4,2277.6,45
2022,France,Coal,58.3,12.1,7.61,14.8,840
2022,France,Natural Gas,177.7,50.71,14.98,19.9,482
2022,France,Oil & Gas,41.8,13.63,4.21,6.7,634
2022,France,Hydropower,89.5,26.89,22.81,27.6,4
2022,France,Nuclear,419.8,59.9,172.92,154.3,12
2022,France,Wind,453.9,185.05,89.04,667.4,11
2022,France,Solar,856.7,575.28,137.98,2945.9,45
2023,France,Coal,59.2,12.29,7.49,15,834
2023,France,Natural Gas,173.1,49.4,13.88,19.2,498
2023,France,Oil & Gas,41.9,13.67,4.24,6.6,665
2023,France,Hydropower,90,27.04,23.13,28.3,4
2023,France,Nuclear,428.8,61.19,185.98,147.6,12
2023,France,Wind,522.4,212.98,101.65,717.6,11
2023,France,Solar,1123.6,754.5,169.68,3590.9,44
2024,France,Coal,56.7,11.77,7.34,14.3,806
2024,France,Natural Gas,179.6,51.26,14.44,19.9,494
2024,France,Oil & Gas,41.8,13.63,4.48,7.2,664
2024,France,Hydropower,88.8,26.68,23.28,27.1,4
2024,France,Nuclear,420.1,59.95,172.6,157.1,12
2024,France,Wind,589,240.13,114.47,803.1,11
2024,France,Solar,1408.9,946.08,223.35,4685.2,46
2005,Brazil,Coal,50.7,10.52,6.09,12.5,822
2005,Brazil,Natural Gas,178.2,50.86,15.08,19.5,495
2005,Brazil,Oil & Gas,302.4,98.63,33.15,47.4,661
2005,Brazil,Hydropower,497.9,149.57,124.57,143.8,4
2005,Brazil,Nuclear,30.3,4.32,12.42,10.3,12
2005,Brazil,Wind,49.7,20.26,9.22,70.2,11
2005,Brazil,Solar,9.8,6.58,1.5,31.7,44
2006,Brazil,Coal,49.4,10.25,6.12,11.8,806
2006,Brazil,Natural Gas,183,52.23,15.53,20.5,498
2006,Brazil,Oil & Gas,296.3,96.64,31.12,46,656
2006,Brazil,Hydropower,517.8,155.55,139.91,154.1,4
2006,Brazil,Nuclear,30.3,4.32,12.25,11,12
2006,Brazil,Wind,54.9,22.38,10.46,79.9,11
2006,Brazil,Solar,12.3,8.26,1.91,39.7,45
2007,Brazil,Coal,49,10.17,5.94,12.3,837
2007,Brazil,Natural Gas,180.9,51.63,15.23,21.2,480
2007,Brazil,Oil & Gas,292.2,95.3,30.15,46.6,651
2007,Brazil,Hydropower,517.6,155.49,140.15,150.4,4
2007,Brazil,Nuclear,31,4.42,13.53,10.7,12
2007,Brazil,Wind,61.5,25.07,11.83,90.2,11
2007,Brazil,Solar,14.3,9.6,2.16,49.7,44
2008,Brazil,Coal,48.1,9.98,6.16,12.4,810
2008,Brazil,Natural Gas,189.9,54.2,16.63,22.5,485
2008,Brazil,Oil & Gas,298.8,97.46,30.47,49.3,646
2008,Brazil,Hydropower,508,152.61,131.33,150.5,4
2008,Brazil,Nuclear,30.2,4.31,12.69,10.4,12
2008,Brazil,Wind,69.6,28.38,13.66,101.5,11
2008,Brazil,Solar,17.6,11.82,2.86,57.4,44
2009,Brazil,Coal,46.7,9.69,6.16,11.3,805
2009,Brazil,Natural Gas,190.4,54.34,16.13,22,487
2009,Brazil,Oil & Gas,301.6,98.37,31.03,50.7,647
2009,Brazil,Hydropower,529.3,159.01,139.7,151.4,4
2009,Brazil,Nuclear,30.6,4.37,12.84,10.5,12
2009,Brazil,Wind,75.7,30.86,14.59,112.5,11
2009,Brazil,Solar,20.7,13.9,3.26,67,45
2010,Brazil,Coal,45.7,9.49,5.54,11.1,819
2010,Brazil,Natural Gas,190,54.22,15.81,21.3,481
2010,Brazil,Oil & Gas,310.4,101.24,31.16,49.6,661
2010,Brazil,Hydropower,514,154.41,136.24,154.9,4
2010,Brazil,Nuclear,31.2,4.45,12.59,11.5,12
2010,Brazil,Wind,82,33.43,15.9,120,11
2010,Brazil,Solar,25.1,16.85,4.03,82.4,46
2011,Brazil,Coal,47.7,9.9,5.97,12.4,824
2011,Brazil,Natural Gas,191.5,54.65,16.32,20.9,501
2011,Brazil,Oil & Gas,298.1,97.23,30.8,48.6,663
2011,Brazil,Hydropower,533,160.12,137.26,160.1,4
2011,Brazil,Nuclear,30.9,4.41,12.39,11.4,12
2011,Brazil,Wind,94.7,38.61,17.87,135.7,11
2011,Brazil,Solar,30.5,20.48,4.98,105.4,44
2012,Brazil,Coal,46.5,9.65,5.82,12,812
2012,Brazil,Natural Gas,186.9,53.34,16.05,21.1,491
2012,Brazil,Oil & Gas,312.6,101.96,33.81,52.3,654
2012,Brazil,Hydropower,519.7,156.12,140.44,163.3,4
2012,Brazil,Nuclear,31.3,4.47,13.15,11.5,12
2012,Brazil,Wind,104.6,42.65,19.81,146.3,11
2012,Brazil,Solar,35.3,23.7,5.69,119.1,45
2013,Brazil,Coal,44.6,9.26,5.83,11.2,816
2013,Brazil,Natural Gas,194.4,55.48,16.39,22.2,492
2013,Brazil,Oil & Gas,296.5,96.71,30.37,48.6,660
2013,Brazil,Hydropower,530.1,159.25,144.93,165.3,4
2013,Brazil,Nuclear,31.2,4.45,13,10.9,12
2013,Brazil,Wind,111.9,45.62,21.39,161.9,11
2013,Brazil,Solar,42.8,28.74,6.88,145.6,44
2014,Brazil,Coal,43.6,9.05,5.26,10.6,828
2014,Brazil,Natural Gas,198.1,56.54,17.14,23.2,486
2014,Brazil,Oil & Gas,310.9,101.4,32.83,48.4,660
2014,Brazil,Hydropower,527.8,158.56,134.7,152.9,4
2014,Brazil,Nuclear,32.1,4.58,13.41,11.9,12
2014,Brazil,Wind,129.3,52.72,24.14,186.8,11
2014,Brazil,Solar,51.4,34.52,7.79,167.6,45
2015,Brazil,Coal,43.6,9.05,5.53,10.6,809
2015,Brazil,Natural Gas,189.7,54.14,15.79,21.3,492
2015,Brazil,Oil & Gas,297.9,97.16,32.74,50.6,655
2015,Brazil,Hydropower,547.9,164.59,148.65,169.2,4
2015,Brazil,Nuclear,32,4.57,13.55,11.3,12
2015,Brazil,Wind,145.9,59.48,27.16,215.5,11
2015,Brazil,Solar,62.2,41.77,10.08,215,44
2016,Brazil,Coal,44,9.13,5.3,11.1,818
2016,Brazil,Natural Gas,194,55.37,16.34,22.1,489
2016,Brazil,Oil & Gas,311.2,101.5,32.66,48.4,648
2016,Brazil,Hydropower,549.5,165.07,150.56,161.9,4
2016,Brazil,Nuclear,32.6,4.65,13.74,11.4,12
2016,Brazil,Wind,168.1,68.53,30.72,244.2,11
2016,Brazil,Solar,80,53.72,13.12,262.8,45
2017,Brazil,Coal,42.5,8.82,5.37,10.1,811
2017,Brazil,Natural Gas,198.2,56.56,17.08,23.2,479
2017,Brazil,Oil & Gas,305.4,99.61,30.98,52.2,652
2017,Brazil,Hydropower,538.3,161.71,143.29,159.2,4
2017,Brazil,Nuclear,31.9,4.55,12.8,11.9,12
2017,Brazil,Wind,182.9,74.57,33.25,256.4,11
2017,Brazil,Solar,99.8,67.02,15.68,340,46
2018,Brazil,Coal,41.2,8.55,5.19,10.6,805
2018,Brazil,Natural Gas,195,55.65,15.69,23.1,496
2018,Brazil,Oil & Gas,306.9,100.1,33.68,50,653
2018,Brazil,Hydropower,543.8,163.36,139.4,169.7,4
2018,Brazil,Nuclear,31.7,4.52,13.36,11.2,12
2018,Brazil,Wind,213.5,87.04,39.27,318.5,11
2018,Brazil,Solar,129.6,87.03,20.62,427,46
2019,Brazil,Coal,41.1,8.53,5.29,9.8,814
2019,Brazil,Natural Gas,207.5,59.22,17.04,24.5,478
2019,Brazil,Oil & Gas,302.9,98.79,31.13,49.5,641
2019,Brazil,Hydropower,548.9,164.89,137.79,169.5,4
2019,Brazil,Nuclear,31.3,4.47,13.72,11.1,12
2019,Brazil,Wind,247.1,100.74,47.26,360.2,11
2019,Brazil,Solar,167.2,112.28,26.25,560,44
2020,Brazil,Coal,39.5,8.2,5,10,828
2020,Brazil,Natural Gas,204.4,58.33,16.64,23.5,479
2020,Brazil,Oil & Gas,302.1,98.53,32.11,49.8,646
2020,Brazil,Hydropower,551,165.53,149.99,167.1,4
2020,Brazil,Nuclear,31.1,4.44,13.22,10.8,12
2020,Brazil,Wind,281.9,114.93,55.58,405.8,11
